          11
           1          15   1.2211909589244540E-002
           1          16   5.2142537508874945E-002
           1          17  0.13450810946191652     
           1          18  0.35781457427120972     
           1          19  0.24779814182946958     
           1          20   9.7339126064501305E-002
           1          21   3.9231124799346977E-002
           1          22   1.5454603997706356E-002
           1          23   1.0109136841019913E-002
           1          24   2.4840027668091517E-002
           1          25   8.5507079685996339E-003
          11
           2          15   3.7496623521431870E-003
           2          16   1.4811363463057892E-002
           2          17   3.7948775342402673E-002
           2          18  0.17524227096990999     
           2          19  0.35316681737207711     
           2          20  0.24163763215764750     
           2          21   8.6666668566063532E-002
           2          22   2.8232384830771597E-002
           2          23   1.6379034280481271E-002
           2          24   3.1192133798471525E-002
           2          25   1.0973256866928434E-002
          11
           3          15   1.4569814415698477E-003
           3          16   5.3629433026794356E-003
           3          17   1.2133391791945513E-002
           3          18   5.1402132012340805E-002
           3          19  0.18043360819586171     
           3          20  0.36197522421030037     
           3          21  0.22684929947721982     
           3          22   6.7088301744304232E-002
           3          23   3.2996173044158320E-002
           3          24   4.4027458820471523E-002
           3          25   1.6274485959196002E-002
          11
           4          15   6.7828191639533969E-004
           4          16   2.3876965638593437E-003
           4          17   4.9415107921075112E-003
           4          18   1.7514269270384290E-002
           4          19   5.4710733546674092E-002
           4          20  0.19178075087336141     
           4          21  0.35386542220032807     
           4          22  0.18333210911681491     
           4          23   8.6351500969013950E-002
           4          24   7.3295216522451689E-002
           4          25   3.1142508228638115E-002
          11
           5          22   3.4607853305465917E-002
           5          23   7.8521837325436272E-002
           5          24   9.0932410766994293E-002
           5          25  0.15712631623644188     
           5          26  0.27183657809064199     
           5          27  0.20193796914194934     
           5          28   8.7678446924501066E-002
           5          29   3.0600474121902241E-002
           5          30   1.6988624777882117E-002
           5          38   6.1678768464330297E-003
           5          39   2.3601612462213914E-002
          11
           6          22   1.3076807671123871E-002
           6          23   4.1940039650721003E-002
           6          24   3.8120698708094085E-002
           6          25   7.2437949955575995E-002
           6          26  0.19250884357649417     
           6          27  0.28383132073377565     
           6          28  0.19250884365355972     
           6          29   7.2437949990419845E-002
           6          30   3.8120698712248900E-002
           6          38   1.3076807680635764E-002
           6          39   4.1940039667156960E-002
          11
           7          22   6.1678768420591508E-003
           7          23   2.3601612452733213E-002
           7          24   1.6988624777153342E-002
           7          25   3.0600474108092534E-002
           7          26   8.7678446877367450E-002
           7          27  0.20193796907864689     
           7          28  0.27183657811424961     
           7          29  0.15712631629108156     
           7          30   9.0932410777152778E-002
           7          38   3.4607853330791340E-002
           7          39   7.8521837350533794E-002
          11
           8          29   8.5507079885176456E-003
           8          30   2.4840027726279086E-002
           8          31   1.2211908163388614E-002
           8          32   5.2142537648750070E-002
           8          33  0.13450810973945915     
           8          34  0.35781457469379774     
           8          35  0.24779814206534462     
           8          36   9.7339126192982559E-002
           8          37   3.9231124877883293E-002
           8          38   1.5454604034899485E-002
           8          39   1.0109136868679335E-002
          11
           9          29   1.0973256877522711E-002
           9          30   3.1192133829291584E-002
           9          31   3.7496620476470143E-003
           9          32   1.4811363481929289E-002
           9          33   3.7948775374640184E-002
           9          34  0.17524227102850121     
           9          35  0.35316681740923117     
           9          36  0.24163763218051468     
           9          37   8.6666668610851760E-002
           9          38   2.8232384857817899E-002
           9          39   1.6379034302007767E-002
          11
          10          29   1.6274485964742562E-002
          10          30   4.4027458837507846E-002
          10          31   1.4569813619191823E-003
          10          32   5.3629433058684046E-003
          10          33   1.2133391793890979E-002
          10          34   5.1402132005878676E-002
          10          35  0.18043360820014898     
          10          36  0.36197522421507555     
          10          37  0.22684929948940272     
          10          38   6.7088301761168340E-002
          10          39   3.2996173064444578E-002
          11
          11          29   3.1142508223532268E-002
          11          30   7.3295216519511083E-002
          11          31   6.7828189033758456E-004
          11          32   2.3876965640964453E-003
          11          33   4.9415107903298819E-003
          11          34   1.7514269258307437E-002
          11          35   5.4710733531340573E-002
          11          36  0.19178075089077634     
          11          37  0.35386542224679751     
          11          38  0.18333210910863595     
          11          39   8.6351500976364223E-002
          18
          12          12  0.18695447266123150     
          12          13  0.14587821272246956     
          12          14   9.5433504639015607E-002
          12          15   3.0629408394253117E-002
          12          16   8.7298957491853291E-002
          12          17   9.2652055495648797E-002
          12          18   6.4357416034120499E-002
          12          19   3.8683035046688380E-002
          12          20   2.7091232047383812E-002
          12          21   1.8875238374485927E-002
          12          22   1.0651763217630353E-002
          12          23   8.7137877546234928E-003
          12          24   3.0728897867473522E-002
          12          31   1.2316688187890053E-002
          12          32   3.3596136535315124E-002
          12          33   4.0590569109805942E-002
          12          34   4.7797173680733586E-002
          12          35   2.7751450739333855E-002
          17
          13          12  0.14587821272071907     
          13          13  0.18527224491620869     
          13          14  0.14587821274479562     
          13          15   1.9910950705481292E-002
          13          16   5.3580718969215478E-002
          13          17   5.9631210518064408E-002
          13          18   5.8765373909368875E-002
          13          19   3.6745261469419387E-002
          13          20   2.2705061079641896E-002
          13          21   1.0147087766392348E-002
          13          31   1.9910951820555366E-002
          13          32   5.3580718920691432E-002
          13          33   5.9631210430080996E-002
          13          34   5.8765373798614851E-002
          13          35   3.6745261412478532E-002
          13          36   2.2705061056469650E-002
          13          37   1.0147087761845367E-002
          18
          14          12   9.5433504639015676E-002
          14          13  0.14587821274654619     
          14          14  0.18695447263180234     
          14          15   1.2316687519227648E-002
          14          16   3.3596136570678677E-002
          14          17   4.0590569174469238E-002
          14          18   4.7797173777626364E-002
          14          19   2.7751450786935139E-002
          14          30   3.0728897862719234E-002
          14          31   3.0629409210219682E-002
          14          32   8.7298957428703194E-002
          14          33   9.2652055366063635E-002
          14          34   6.4357415921902222E-002
          14          35   3.8683034993718807E-002
          14          36   2.7091232024973568E-002
          14          37   1.8875238369789448E-002
          14          38   1.0651763218071264E-002
          14          39   8.7137877574935668E-003
          13
          15           1  0.13738398287762724     
          15           2   5.9057182045664652E-002
          15           3   2.9503874191494379E-002
          15           4   1.6787477430616780E-002
          15          12  0.22972056295368234     
          15          13  0.14933213029081105     
          15          14   9.2375156392914090E-002
          15          24   6.7819817651409162E-003
          15          25   1.9576898102326996E-002
          15          31   1.6256959493045897E-002
          15          32   4.8105851593162476E-002
          15          33   7.0568140437451590E-002
          15          34  0.12454980242621888     
          13
          16           1  0.19553451566023636     
          16           2   7.7759658181831573E-002
          16           3   3.6199867293448186E-002
          16           4   1.9698496652036570E-002
          16          12  0.21824739373094285     
          16          13  0.13395179742544983     
          16          14   8.3990341427200604E-002
          16          24   7.3792139763629921E-003
          16          25   2.1263322226968612E-002
          16          31   1.6035284243870258E-002
          16          32   4.7839907388688013E-002
          16          33   7.1168681438051884E-002
          16          34   7.0931520354905381E-002
          14
          17           1  0.30264324628810135     
          17           2  0.11953864232809028     
          17           3   4.9140236757182737E-002
          17           4   2.4460478420834323E-002
          17          12  0.13897808324236136     
          17          13   8.9446815777454364E-002
          17          14   6.0885853761216711E-002
          17          24   7.8685907525464661E-003
          17          25   2.2586793127115957E-002
          17          26   1.3087561522637221E-002
          17          31   1.4113628351233812E-002
          17          32   4.2701208884908207E-002
          17          33   6.5105064171474686E-002
          17          34   4.9443796614730501E-002
          14
          18           1  0.35781457427120972     
          18           2  0.24533917935787417     
          18           3   9.2523837622213445E-002
          18           4   3.8531392394845439E-002
          18          12   4.2904944022575393E-002
          18          13   3.9176915939892684E-002
          18          14   3.1864782518290120E-002
          18          24   8.9638441353915421E-003
          18          25   2.5488452563938592E-002
          18          26   3.2835362710031971E-002
          18          31   1.1071093674458953E-002
          18          32   1.8915072114404873E-002
          18          33   2.1975020729424043E-002
          18          34   3.2595527945484384E-002
          11
          19           1  0.17699867273533529     
          19           2  0.35316681737207711     
          19           3  0.23198606768039345     
          19           4   8.5974009859059217E-002
          19          12   1.8420492879301732E-002
          19          13   1.7497743557006350E-002
          19          14   1.3214976565154338E-002
          19          24   1.1618736552735327E-002
          19          25   3.2327164744791081E-002
          19          26   5.1615351636653248E-002
          19          35   7.1799664174651201E-003
           9
          20           1   5.4077292258056284E-002
          20           2  0.18794038056705928     
          20           3  0.36197522421030026     
          20           4  0.23439869551188611     
          20          12   1.0033789647139057E-002
          20          13   8.4092818814161252E-003
          20          24   1.7948712729962454E-002
          20          25   4.7527921130825303E-002
          20          26   7.7688702063360329E-002
          13
          21           1   1.7832329454248622E-002
          21           2   5.5151516360222287E-002
          21           3  0.18560397229954351     
          21           4  0.35386542220032813     
          21          12   5.7197692043667991E-003
          21          13   3.0748750807495541E-003
          21          24   3.3240065159672823E-002
          21          25   7.6574308415020817E-002
          21          26  0.10694645531671189     
          21          27   8.2893725434586965E-002
          21          28   4.9214467440308253E-002
          21          29   2.0700962704318232E-002
          21          30   9.1821309298281400E-003
          17
          22           1   8.0808386916111571E-003
          22           2   2.0666843797689002E-002
          22           3   6.3141931053462733E-002
          22           4  0.21089183793829661     
          22           5   3.6191219142826102E-002
          22           6   1.3675092989519974E-002
          22           7   6.4500672857876820E-003
          22          12   3.7130329298780788E-003
          22          24   8.0751161273002581E-002
          22          25  0.12650661511630878     
          22          26  0.12208532090464359     
          22          27   7.9593973815074021E-002
          22          28   5.0061029066526312E-002
          22          29   2.7378373501573419E-002
          22          30   2.1662096562635989E-002
          22          38   5.9327528071864567E-002
          22          39   6.9823037859228512E-002
          17
          23           1   4.7294207443368012E-003
          23           2   1.0727788534584235E-002
          23           3   2.7786250984554388E-002
          23           4   8.8876398658166433E-002
          23           5   7.3470724982570526E-002
          23           6   3.9242142363561681E-002
          23           7   2.2083380072644498E-002
          23          12   2.7177505667333010E-003
          23          24  0.29051222720075737     
          23          25  0.11873520624925817     
          23          26   7.6007424493973311E-002
          23          27   4.5776682869860433E-002
          23          28   3.0354476458609236E-002
          23          29   1.7676463623226807E-002
          23          30   1.4748867166391710E-002
          23          38   6.2473244385410624E-002
          23          39   7.4081550645417327E-002
          27
          24           1   1.3248014756315473E-002
          24           2   2.3290126569525421E-002
          24           3   4.2266360467652649E-002
          24           4   8.5999720719676639E-002
          24           5   9.6994571484405948E-002
          24           6   4.0662078622292326E-002
          24           7   1.8121199762224406E-002
          24          12   1.0925830352835774E-002
          24          15   3.2151617257285850E-004
          24          16   1.0494882099611304E-003
          24          17   1.8651474376481052E-003
          24          18   4.7807168722088208E-003
          24          19   8.6753232927090501E-003
          24          20   1.7230764220763951E-002
          24          21   3.9001676454016095E-002
          24          22   8.2366184498462738E-002
          24          23  0.33118393900886323     
          24          24   4.1035604258786461E-002
          24          25   3.8875981681858386E-002
          24          26   1.8102898493805097E-002
          24          27   1.3249514036427615E-002
          24          28   9.9602932692654505E-003
          24          29   6.0411319305779402E-003
          24          30   5.0691700722267250E-003
          24          37   1.0773700288483295E-002
          24          38   2.2095338493556747E-002
          24          39   1.6813708572775581E-002
          26
          25           1   4.5603775832531368E-003
          25           2   8.1933651273065691E-003
          25           3   1.5623506520828159E-002
          25           4   3.6540542988268719E-002
          25           5  0.16760140398486770     
          25           6   7.7267146619899210E-002
          25           7   3.2640505715168133E-002
          25          15   9.2808998411959744E-004
          25          16   3.0241169389164054E-003
          25          17   5.3539065190414967E-003
          25          18   1.3593841367433912E-002
          25          19   2.4137616342777352E-002
          25          20   4.5626804285592286E-002
          25          21   8.9847188540291070E-002
          25          22  0.12903674741863508     
          25          23  0.13535813512415423     
          25          24   3.8875981681858386E-002
          25          25   4.0166131439294359E-002
